tax_id,superkingdom,phylum,class,order,family,genus,species,clade,clade1,clade10,clade11,clade12,clade13,clade2,clade3,clade4,clade5,clade6,clade7,clade8,clade9,forma specialis,forma specialis1,isolate,kingdom,no rank,no rank1,no rank2,no rank3,section,serogroup,serotype,species group,species subgroup,strain,subclass,subfamily,subgenus,suborder,subphylum,subspecies
334413,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia,Finegoldia magna,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Finegoldia magna ATCC 29328,,,,,,
334542,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus qingshengii,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
335283,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas eutropha,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Nitrosomonas eutropha C91,,,,,,
335406,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingosinicella,Sphingosinicella microcystinivorans,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
335541,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas,Syntrophomonas wolfei,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,,,,,,Syntrophomonas wolfei subsp. wolfei
335543,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Syntrophobacter fumaroxidans MPOB,,,,,delta/epsilon subdivisions,
335659,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. S23321,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Bradyrhizobium,,,,,,,,,,,,,,
335928,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
335929,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
335992,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Candidatus Pelagibacter ubique HTCC1062,,,,,,
336810,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,,Candidatus Sulcia,Candidatus Sulcia muelleri,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,Flavobacteriales incertae sedis,,,,,,,,,,,,,,
337191,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia sp. KTR9,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Gordonia,,,,,,,,,,,,,,
337243,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum ezzemoulense,Stenosarchaea group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
337330,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,Lactobacillus plantarum subsp. plantarum
338101,Viruses,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Alphatrevirus,Escherichia virus ID21,Monodnaviria,,,,,,,,,,,,,,,,Escherichia phage ID21,Sangervirae,,,,,,,,,,,,Bullavirinae,,,,
338105,Viruses,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Alphatrevirus,Escherichia virus WA45,Monodnaviria,,,,,,,,,,,,,,,,Escherichia phage WA45,Sangervirae,,,,,,,,,,,,Bullavirinae,,,,
338106,Viruses,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Alphatrevirus,Escherichia virus NC28,Monodnaviria,,,,,,,,,,,,,,,,Escherichia phage NC28,Sangervirae,,,,,,,,,,,,Bullavirinae,,,,
338107,Viruses,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Alphatrevirus,Escherichia virus ID62,Monodnaviria,,,,,,,,,,,,,,,,Escherichia phage ID62,Sangervirae,,,,,,,,,,,,Bullavirinae,,,,
338108,Viruses,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Gequatrovirus,Escherichia virus ID52,Monodnaviria,,,,,,,,,,,,,,,,Escherichia phage ID52,Sangervirae,,,,,,,,,,,,Bullavirinae,,,,
338110,Viruses,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Alphatrevirus,Escherichia virus NC29,Monodnaviria,,,,,,,,,,,,,,,,Escherichia phage NC29,Sangervirae,,,,,,,,,,,,Bullavirinae,,,,
338187,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio campbellii,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Vibrio harveyi group,,Vibrio campbellii ATCC BAA-1116,,,,,,
338191,Archaea,Thaumarchaeota,,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,,TACK group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
338215,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira interrogans,,,,,,,,,,,,,,,,,,,cellular organisms,Leptospira interrogans serovar Bratislava,,,,,,,,,,,,,,
338963,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,Pelobacter carbinolicus,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Pelobacter carbinolicus DSM 2380,,,,,delta/epsilon subdivisions,
338966,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,Pelobacter propionicus,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Pelobacter propionicus DSM 2379,,,,,delta/epsilon subdivisions,
338969,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax ferrireducens,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Rhodoferax ferrireducens T118,,,,,,
339670,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia ambifaria,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Burkholderia cepacia complex,,Burkholderia ambifaria AMMD,,,,,,
339671,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus succinogenes,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Actinobacillus succinogenes 130Z,,,,,,
340146,Bacteria,Firmicutes,Bacilli,Bacillales,,Exiguobacterium,Exiguobacterium mexicanum,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,Bacillales incertae sedis,Bacillales Family XII. Incertae Sedis,,,,,,,,,,,,,
340177,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium chlorochromatii,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,Chlorobium/Pelodictyon group,,,,,,,,Chlorobium chlorochromatii CaD3,,,,,,
340345,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus,Actinoalloteichus hymeniacidonis,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
340435,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Microcystis virus Ma-LMM01,Duplodnaviria,Heunggongvirae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342108,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Magnetospirillum magneticum,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Magnetospirillum magneticum AMB-1,,,,,,
342109,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas oryzae,,,,,,,,,,,,,,,,,,,cellular organisms,Xanthomonas oryzae pv. oryzae,,,,,,,,Xanthomonas oryzae pv. oryzae MAFF 311018,,,,,,
342113,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia oklahomensis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,pseudomallei group,,,,,,,,
342610,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas atlantica,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Pseudoalteromonas atlantica T6c,,,,,,
342949,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus sp. NA2,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Pyrococcus,,,,,,,,,,,,,,
342950,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Parashewanella,Parashewanella spongiae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
343509,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Sodalis,Sodalis glossinidius,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Sodalis glossinidius str. 'morsitans',,,,,,
345073,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Vibrio cholerae O395,,,,,,
345219,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus coagulans,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Bacillus coagulans 36D1,,,,,,
345632,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter pickeringii,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,delta/epsilon subdivisions,
347253,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Streptococcus salivarius JIM8777,,,,,,
347255,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia africae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,spotted fever group,,Rickettsia africae ESF-5,,,,,,
347257,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma agalactiae,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Mycoplasma agalactiae PG2,,,,,,
347534,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Zobellella,Zobellella denitrificans,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
347834,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium etli,,,,,,,,,,,,,,,,,,,cellular organisms,Rhizobium/Agrobacterium group,,,,,,,,Rhizobium etli CFN 42,,,,,,
348824,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium favelukesii,,,,,,,,,,,,,,,,,,,cellular organisms,Rhizobium/Agrobacterium group,,,,,,,,,,,,,,
348826,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,Natronorubrum aibiense,Stenosarchaea group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
349106,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp. PRwf-1,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Psychrobacter,,,,,,,,,,,,,,
349124,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halorhodospira,Halorhodospira halophila,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Halorhodospira halophila SL1,,,,,,
349161,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,Desulfotomaculum reducens,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Desulfotomaculum reducens MI-1,,,,,,
349215,Bacteria,Proteobacteria,Alphaproteobacteria,,,Micavibrio,Micavibrio aeruginosavorus,,,,,,,,,,,,,,,,,,,cellular organisms,Alphaproteobacteria incertae sedis,,,,,,,,Micavibrio aeruginosavorus EPB,,,,,,
349221,Bacteria,Proteobacteria,Alphaproteobacteria,,,Micavibrio,Micavibrio aeruginosavorus,,,,,,,,,,,,,,,,,,,cellular organisms,Alphaproteobacteria incertae sedis,,,,,,,,,,,,,,
349520,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus polymyxa,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Paenibacillus polymyxa E681,,,,,,
349521,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,Hahella chejuensis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Hahella chejuensis KCTC 2396,,,,,,
349747,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Yersinia pseudotuberculosis complex,,Yersinia pseudotuberculosis IP 31758,,,,,,
350058,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium vanbaalenii,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Mycolicibacterium vanbaalenii PYR-1,,,,,,
350688,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus,Alkaliphilus oremlandii,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Alkaliphilus oremlandii OhILAs,,,,,,
351160,Archaea,Euryarchaeota,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella,Methanocella arvoryzae,Stenosarchaea group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Methanocella arvoryzae MRE50,,,,,,
351605,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter uraniireducens,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Geobacter uraniireducens Rf4,,,,,delta/epsilon subdivisions,
351607,Bacteria,Actinobacteria,Actinobacteria,Acidothermales,Acidothermaceae,Acidothermus,Acidothermus cellulolyticus,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Acidothermus cellulolyticus 11B,,,,,,
351627,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,Caldicellulosiruptor saccharolyticus,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Caldicellulosiruptor saccharolyticus DSM 8903,,,,,,
351671,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Xenorhabdus doucetiae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
351679,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Xenorhabdus hominickii,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
352858,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. Y1,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Bacillus,,,,,,,,,,,,,,
353852,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma nasistruthionis,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
354203,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yangia,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
354276,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Enterobacter cloacae complex,,,,,,,,
355249,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. Tu6071,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Streptomyces,,,,,,,,,,,,,,
356322,Bacteria,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Heliorestis,Heliorestis convoluta,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
356837,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus sp. DN11,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Azoarcus,,,,,,,,,,,,,,
356851,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora chokoriensis,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
356852,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora coxensis,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
357244,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia,Orientia tsutsugamushi,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Orientia tsutsugamushi str. Boryong,,,,,,
357276,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides dorei,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
357804,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas ingrahamii,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Psychromonas ingrahamii 37,,,,,,
357808,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,Roseiflexus sp. RS-1,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Roseiflexus,,,,,,,,,,,,Roseiflexineae,,
357809,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phytofermentans,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Lachnoclostridium phytofermentans ISDg,,,,,,
358220,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. KKS102,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Acidovorax,,,,,,,,,,,,,,
358396,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halobiforma,Halobiforma lacisalsi,Stenosarchaea group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Halobiforma lacisalsi AJ5,,,,,,
359110,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas extremaustralis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
359160,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,,,Embryophyta,Tracheophyta,,,,,Euphyllophyta,Spermatophyta,Mesangiospermae,Liliopsida,commelinids,BOP clade,,,,,,Viridiplantae,cellular organisms,,,,,,,,,,Petrosaviidae,,,,Streptophytina,
359370,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer,Microbulbifer sp. A4B17,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Microbulbifer,,,,,,,,,,,,,,
359385,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas campestris,,,,,,,,,,,,,,,,,,,cellular organisms,Xanthomonas campestris pv. raphani,,,,,,,,,,,,,,
360104,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter concisus,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Campylobacter concisus 13826,,,,,delta/epsilon subdivisions,
360107,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter hominis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Campylobacter hominis ATCC BAA-381,,,,,delta/epsilon subdivisions,
360911,Bacteria,Firmicutes,Bacilli,Bacillales,,Exiguobacterium,Exiguobacterium sp. AT1b,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,Bacillales incertae sedis,Bacillales Family XII. Incertae Sedis,unclassified Exiguobacterium,,,,,,,,,,,,
361100,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Bacillus cereus group,,Bacillus cereus Q1,,,,,,
361101,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pseudoporcinus,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
361177,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
361183,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,Altererythrobacter epoxidivorans,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
362257,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces vietnamensis,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
362837,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma cantharicola,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
362976,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloquadratum,Haloquadratum walsbyi,Stenosarchaea group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Haloquadratum walsbyi DSM 16790,,,,,,
363408,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
363835,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas ginsengisoli An et al. 2013,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
363852,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter ginsengisoli,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
363952,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas thiooxydans,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
364197,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas pohangensis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
364410,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Granulibacter,Granulibacter bethesdensis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
365044,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas naphthalenivorans,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Polaromonas naphthalenivorans CJ2,,,,,,
365046,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter tataouinensis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Ramlibacter tataouinensis TTB310,,,,,,
365348,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Pelosinus,,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
365659,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Streptococcus mitis B6,,,,,,
366394,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium medicae,,,,,,,,,,,,,,,,,,,cellular organisms,Sinorhizobium/Ensifer group,,,,,,,,Sinorhizobium medicae WSM419,,,,,,
366522,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,Sulfurospirillum cavolei,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,delta/epsilon subdivisions,
366602,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter sp. K31,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Caulobacter,,,,,,,,,,,,,,
367190,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia similis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Yersinia pseudotuberculosis complex,,,,,,,,
367298,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Phycicoccus,,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
367825,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus malaysiensis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
367928,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Bifidobacterium adolescentis ATCC 15703,,,,,,
368408,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum,Thermofilum pendens,TACK group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Thermofilum pendens Hrk 5,,,,,,
368607,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Janthinobacterium svalbardensis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
